NAME,PER,MASS,SEP,DIST,MSTAR,RSTAR,TEFF,FE
HR 8799 e,16422,7,14.5253,39.4,1.516,1.44,7193,-0.47
HD 8574 b,227,1.80603,0.757141,44.5633,1.122,1.42266,6049.74,-0.00891622
Kepler-269 c,8.127899,0.0125062,0.079115,,,0.959,5847,
MOA-2007-BLG-192L b,,0.01,,660,0.084,,,
Kepler-250 b,4.148141,0.00450004,0.0505253,,,0.805,5160,
HD 82886 b,705,1.30477,1.58126,125,1.06,3.83685,5112,-0.31
HD 179949 b,3.092514,0.902075,0.0439208,27.5482,1.181,1.22645,6168.3,0.136947
Kepler-1167 b,1.00393374,0.0126737,0.0181392,811,0.79,0.75,4971,-0.05
HD 2952 b,311.6,1.62021,1.22755,115.207,2.54,11.4311,4844,0
Kepler-1063 b,14.07971466,0.0115494,0.117439,365,1.09,1.14,5945,0.09
Kepler-169 e,13.767102,0.0165098,0.112418,,,0.763,4997,
MOA-2009-BLG-319L b,,0.157,2.4,6100,0.38,,,
Kepler-1340 b,0.66502692,0.0115843,0.0161473,1421,1.27,1.42,6331,0.07
HIP 14810 c,147.76916,1.27518,0.545404,53.4474,0.99,1.31998,5485,0.23
Kepler-358 c,83.488369,0.0244074,0.373844,,,0.954,5908,
HD 28678 b,387.1,1.8997,1.31659,227,2.03,6.33673,5052,-0.21
WASP-56 b,4.617101,0.605385,0.056145,255,1.107,1.112,5600,0.12
Kepler-18 c,7.64159,0.0544,0.0752115,,0.972,1.108,5383,0.2
Kepler-215 e,68.16101,0.0129124,0.326561,,,1.027,5739,
Kepler-540 b,172.7049784,0.0223911,0.610956,350,1.02,1.08,5946,-0.1
HATS-6 b,3.3252725,0.319,0.0362414,148.4,0.574,0.57,3724,0.2
Kepler-230 c,91.773242,0.0151,0.398184,,,0.817,5588,
Kepler-739 b,12.53248465,0.0330424,0.103068,1128,0.93,0.9,5601,-0.08
Kepler-515 b,19.96371318,0.0107116,0.139053,255,0.9,0.83,5293,0.08
Kepler-388 b,3.173315,0.00137963,0.0422619,,,0.586,4498,
Kepler-107 e,14.749049,0.0360464,0.117702,,,1.411,5851,
Kepler-947 b,26.9644317,0.0172355,0.169908,1188,0.9,0.87,5508,-0.07
Kepler-1560 b,3.03195744,0.00189081,0.0412688,529,1.02,1.02,5815,0.04
Kepler-1230 b,9.95661537,0.0223911,0.0923527,1433,1.06,1.08,5961,0.01
Kepler-923 b,6.93366476,0.00890695,0.0736811,966,1.11,1.26,5988,0.07
CoRoT-8 b,6.21229,0.216078,0.0633825,380.228,0.88,0.77,5080,0.315
Kepler-723 b,4.08227507,1,0.0486188,965,0.92,0.89,5539,0
Kepler-844 b,2.61302086,0.0124487,0.03114,394,0.59,0.57,4128,-0.24
Kepler-1283 b,12.9460978,0.014034,0.113375,1452,1.16,1.25,6175,0.04
Kepler-1430 b,2.46050993,0.00518721,0.0326929,541,0.77,0.72,4796,-0.03
Kepler-401 b,14.383035,0.0126401,0.115746,,,1.333,6117,
Kepler-760 c,2.46697439,0.0112658,0.03437,782,0.89,0.85,5322,0.08
Kepler-1069 b,23.8990296,0.0119381,0.161835,435,0.99,0.98,5722,0.04
Kepler-291 c,5.700786,0.0138423,0.0624544,,,1.016,6002,
Kepler-1324 b,4.11584468,0.0121297,0.0462676,522,0.78,0.73,4776,0.05
CoRoT-20 b,9.24285,4.24,0.0901485,1230,1.14,1.02,5880,0.14
Kepler-292 e,11.97901,0.0218083,0.10246,,,0.826,5299,
HD 96167 b,498.9,0.68457,1.34724,86.9565,1.31,1.98284,5770,0.34
HD 43197 b,327.8,0.596868,0.918027,56.3063,0.96,1.19673,5508,0.4
Kepler-1388 c,5.53608151,0.017125,0.0525035,492,0.63,0.61,4098,0.02
Kepler-912 b,2.53475627,0.0236826,0.0372128,1265,1.07,1.11,5998,0.02
Kepler-514 b,5.65179605,0.0126737,0.0674219,489,1.28,1.44,6106,0.36
Kepler-998 b,5.65377733,0.0176872,0.0645018,996,1.12,1.18,6058,0.07
Kepler-1129 b,24.3397804,0.0261661,0.164368,1258,1,1,5831,-0.04
Kepler-1335 b,6.26406846,0.010441,0.0609548,628,0.77,0.74,4903,-0.07
HD 37605 c,2720,3.36552,3.81754,43.9754,1,0.916831,5448,0.336
Kepler-1601 b,2.20921951,0.00142986,0.0336339,660,1.04,1.07,5869,0.05
Kepler-659 b,17.671796,0.01966,0.122745,688,0.79,0.74,4870,0.02
Kepler-1332 b,11.87456832,0.00866602,0.100137,515,0.95,0.9,5581,0
Kepler-81 b,5.955,0.0187628,0.0554099,,0.64,0.59,4500,-0.524
Kepler-814 b,6.1469851,0.0157709,0.068804,1327,1.15,1.22,6162,0.01
Kepler-1168 b,55.8226539,0.01966,0.272889,911,0.87,0.82,5157,0.13
Kepler-955 b,14.53244172,0.0291691,0.112106,637,0.89,0.84,5350,0.02
Kepler-1328 b,4.52158888,0.00266535,0.053514,630,1,0.99,5780,0
HD 183263 b,626.516,3.57445,1.49006,55.0964,1.121,1.11717,5936.41,0.301955
Kepler-663 b,4.99678284,0.0208973,0.0543959,1030,0.86,0.82,5264,0.03
Kepler-624 b,14.58649607,0.0175728,0.120607,731,1.1,1.18,6117,-0.06
Kepler-1526 b,3.908632,0.0188877,0.0437251,576,0.73,0.69,4601,-0.01
Kepler-347 c,27.320871,0.0129124,0.177529,,,1.005,6088,
Kepler-699 b,27.80756293,1,0.167447,888,0.81,0.78,5330,-0.26
Kepler-32 c,8.7522,0.0147699,0.0676835,303,0.54,0.53,3793,-0.01
Kepler-23 b,7.10664,0.0139795,0.0749015,,1.11,1.52,5760,-0.09
WASP-23 b,2.9444256,0.872226,0.037022,,0.78,0.765,5150,
Kepler-594 b,13.64618192,0.0162741,0.1083,742,0.91,0.87,5485,-0.03
11 Com b,326.03,16.1284,1.17872,88.8889,2.04,12.0698,4830,-0.34
HD 145377 b,103.95,5.78201,0.450064,55.0358,1.12,1.00052,6046,0.12
Kepler-1554 b,198.088774,0.0252452,0.627489,982,0.84,0.81,5297,-0.1
Kepler-650 b,3.03214559,0.0261661,0.0420644,805,1.08,1.35,5849,0.13
Kepler-289 d,66.0634,0.012,0.328137,700,1.08,1.5121,5590,0.05
Kepler-1429 b,4.48487493,0.00709482,0.0540966,1156,1.05,1.07,5902,0.04
Kepler-194 c,17.308032,0.0207641,0.13095,,,1.025,6089,
CoRoT-25 b,4.86069,0.27,0.0577982,1000,1.09,1.19,6040,-0.01
Kepler-419 c,675.47,7.3,1.68144,,1.39,1.75,6430,0.176
Kepler-332 b,7.626324,0.00508144,0.0758257,,,0.72,4955,
omicron CrB b,187.83,1.47736,0.826048,82.7815,2.13,10.5,4749,-0.29
Kepler-229 c,16.068638,0.0802152,0.124621,,,0.728,5120,
Kepler-954 b,16.78176602,0.0176872,0.12007,224,0.82,0.76,4990,0.02
Kepler-1408 b,2.99793191,0.00189081,0.0433594,426,1.21,1.35,6170,0
Kepler-779 b,7.09714223,0.00215846,0.0557932,224,0.46,0.44,3804,-0.43
OGLE-TR-132 b,1.689868,1.18,0.0303507,172.414,1.305,1.32,6210,0.37
beta Gem b,589.64001,2.75822,1.75739,10.3584,2.08,8.15609,4935,0.09
Kepler-633 b,8.50340718,0.0120821,0.0820733,634,1.02,1.15,5899,-0.05
Kepler-1159 b,22.70816791,0.0181548,0.166307,1238,1.19,1.28,6217,0.04
Kepler-1443 b,2.41811321,0.00266535,0.0373628,475,1.19,1.27,6289,0
Pr 201 b,4.4264,0.540155,0.0565986,170,1.234,1.12943,6174,0.187
Kepler-541 b,5.08005848,0.0340314,0.0648523,1020,1.41,2.06,6166,0.07
Kepler-937 c,153.343364,0.021778,0.587421,1482,1.15,1.22,6095,0.08
Kepler-625 c,4.1653651,0.00351465,0.0513318,502,1.04,0.96,5789,0.1
WASP-52 b,1.7497798,0.457165,0.0271336,140,0.87,0.79,5000,0.03
Kepler-953 c,9.10967112,0.0053608,0.0839169,240,0.95,0.99,5416,0.26
Kepler-337 c,9.693201,0.0151834,0.0889716,,,1.761,5684,
Kepler-213 b,2.46236,0.0120479,0.0356868,,,1.195,5696,
Kepler-386 c,25.193458,0.0117926,0.168189,,,0.767,5178,
Kepler-1186 b,16.07677615,0.0167991,0.12255,1112,0.95,0.93,5635,0
Kepler-927 b,9.1149903,0.0126737,0.0851117,879,0.99,0.99,5743,0.03
Kepler-660 b,9.27358194,0.020474,0.078486,564,0.75,0.71,4779,-0.07
Kepler-1385 b,2.88879862,0.00164848,0.0415895,527,1.15,1.29,5732,0.41
47 UMa b,1078,2.54589,2.10149,14.0627,1.063,1.11869,5882.31,0.0431014
HD 240210 b,501.75,7.28868,1.33364,142.857,1.25,17.2701,4290,-0.18
Kepler-1255 b,36.2919336,0.0176872,0.220101,1344,1.08,1.12,6018,0.02
Kepler-804 c,9.65185017,0.00468851,0.0890131,648,1.01,1.05,5817,0
Kepler-906 b,41.6979976,0.0156727,0.239949,758,1.06,1.02,6035,-0.09
Kepler-304 b,3.295709,0.0245625,0.0433417,,,0.687,4731,
Kepler-149 d,160.018032,0.0504114,0.576836,,,0.953,5381,
Kepler-1625 b,287.378949,0.123396,0.84075,1213,0.96,0.94,5677,0.01
Kepler-77 b,3.57878087,0.430957,0.0450195,570,0.95,0.99,5520,0.2
Kepler-719 b,5.00731778,0.4002,0.0570893,1427,0.99,0.98,5777,-0.02
HD 109749 b,5.24,0.27467,0.0629198,56.2746,1.21,1.10733,5903,0.25
Kepler-1455 b,49.276764,0.0161718,0.224301,392,0.62,0.6,4075,-0.02
Kepler-775 b,0.97486893,0.0053608,0.018714,400,0.92,0.84,5468,-0.04
HD 45364 c,342.85,0.658513,0.897549,32.6904,0.82,1.02464,5434,-0.17
Kepler-55 d,2.211099,0.011856,0.0332158,,,0.619,4503,
Kepler-685 b,1.6255222,1,0.0280141,1145,1.11,1.16,5963,0.15
Kepler-500 b,8.5083244,0.0206139,0.0821049,747,1.02,1.03,5813,0.03
Kepler-327 b,2.549575,0.00422638,0.0365246,,,0.492,3799,
Kepler-1162 b,32.5637069,0.0165864,0.191967,989,0.89,0.84,5390,-0.03
Kepler-721 b,5.39202539,0.0214793,0.0563265,848,0.82,0.78,5075,-0.01
WASP-50 b,1.9550959,1.47244,0.0294714,230,0.892,0.843,5400,-0.12
Kepler-1540 b,125.4131177,0.0195285,0.443519,262,0.74,0.69,4540,0.1
HD 11506 c,223.6,0.36,0.774655,51.7,1.24,1.33,6055,0.29
Kepler-607 b,0.6381632,0.0018073,0.0136874,500,0.84,0.8,5196,-0.02
Kepler-1317 b,0.56887443,0.0116544,0.0126273,734,0.83,0.79,5144,-0.01
Kepler-1507 b,16.0506213,0.00157306,0.119784,342,0.89,0.85,5410,-0.03
Kepler-1384 b,15.36262753,0.0142915,0.111331,618,0.78,0.74,4919,-0.06
Kepler-217 d,3.88689525,0.00774372,0,0,0,1.8,6171,0
Kepler-1007 b,5.18500207,0.0101747,0.0527894,365,0.73,0.7,4587,0.03
HD 159243 c,248.4,1.9,0.804743,69.2,1.125,1.12,6123,0.05
Kepler-1477 b,11.55530021,0.00518721,0.0932443,525,0.81,0.78,5100,-0.06
Kepler-87 c,191.2318,0.0201366,0.67057,,1.1,1.82,5600,-0.17
Kepler-105 c,7.125939,0.0119837,0.0724716,,,1.16,5873,
WASP-98 b,2.96264,0.83,0.0356868,,0.69,0.7,5550,-0.6
Kepler-1547 b,0.69297968,0.00197713,0.0159157,665,1.12,1.18,6078,0.04
Kepler-195 c,34.096863,0.011604,0.205786,,,0.775,5329,
GJ 3470 b,3.336649,0.0440093,0.0356088,,0.541,0.503,3600,
K2-22 b,0.381078,,0.00867627,225,0.6,0.57,3830,0.03
Kepler-696 b,4.19042557,0.136415,0.0518657,1285,1.06,1.08,5903,0.07
Kepler-1133 b,11.55562343,0.0145548,0.0976404,821,0.93,0.9,5569,-0.02
Kepler-290 c,36.77031,0.0222169,0.216407,,,0.743,5147,
Kepler-801 b,11.41928253,0.0147338,0.0868408,419,0.67,0.63,4435,-0.17
Kepler-334 d,25.09849,0.00960182,0.167766,,,1.068,5828,
Kepler-1620 b,101.951829,0.0120099,0.447475,773,1.15,1.23,6157,0.03
Kepler-1644 b,21.0907758,0.0138656,0.143703,592,0.89,0.86,5499,-0.1
Kepler-273 c,8.014927,0.0146122,0.0783802,,,0.815,5626,
Kepler-789 b,8.63847725,0.0157709,0.0826682,915,1.01,1.02,5870,-0.06
Kepler-625 b,7.75192492,0.0147338,0.0776648,502,1.04,0.96,5789,0.1
eta Cet c,744.5,3.28703,1.91985,37.99,1.7,14.3,4528,0.07
Kepler-266 b,6.61833,0.0194307,0.0689878,,,1.028,5885,
Kepler-641 b,9.48961571,0.0136174,0.0883024,673,1.02,1.13,5713,0.15
HD 96127 b,647.3,4.00701,1.42112,483.092,0.91,23.2289,4152,-0.24
Kepler-223 b,7.384108,0.0125062,0.0742116,,,1.017,5829,
HD 17156 b,21.21663,3.30275,0.163197,75.0188,1.285,1.507,6079,0.24
Kepler-1038 b,148.4603382,0.038021,0.523825,622,0.87,0.83,5335,-0.04
Kepler-137 c,18.735753,0.0138423,0.138056,,,0.802,5187,
Kepler-990 b,9.91723428,0.0208973,0.0918185,933,1.05,1.08,5948,0.01
Kepler-116 c,13.07163,0.0174811,0.108599,,,1.454,6142,
Kepler-1137 b,23.9210791,0.0164814,0.185991,971,1.5,1.84,6807,0.05
Kepler-117 b,18.795952,0.194248,0.138351,,,1.471,6169,
Kepler-1264 b,0.96852602,0.00518721,0.0190938,814,0.99,0.98,5791,-0.02
Kepler-513 b,28.86235584,0.0164814,0.185365,467,1.02,1.06,5849,-0.01
HAT-P-44 b,4.301219,0.352,0.0507459,363,0.942,0.949,5295,0.33
Kepler-381 c,13.391635,0.00436179,0.110364,,,1.568,6152,
HD 16760 b,465.1,13.2921,1.08727,45.4545,0.78,0.909718,5620,-0.02
HD 30562 b,1157,1.33254,2.34083,26.4201,1.277,1.39121,5936,0.26
Kepler-354 d,24.209842,0.00621274,0.163783,,,0.674,4648,
Kepler-332 c,15.995622,0.00396389,0.124244,,,0.72,4955,
Kepler-46 b,33.60134,0.314805,0.1969,855,0.902,0.938,5155,0.41
Kepler-1215 b,4.76703963,0.00590412,0.0544938,701,0.95,0.93,5616,0.01
Kepler-920 b,6.53192704,0.0187628,0.0657805,926,0.89,0.85,5403,0
WASP-100 b,2.849375,2.03,0.0457351,,1.57,2,6900,-0.03
Kepler-1086 b,18.78425728,0.0190136,0.122792,464,0.7,0.66,4350,0.06
Kepler-1465 b,31.8277111,0.0130579,0.178579,350,0.75,0.71,4726,-0.06
epsilon CrB b,417.9,6.04937,1.23696,67.8887,1.44,29.1175,4436,-0.22
omicron UMa b,1630,4.09607,3.94973,54.9149,3.09,14.1,5242,-0.09
Kepler-367 b,37.815724,0.00730238,0.22049,,,0.695,4710,
TrES-2 b,2.47063,1.20071,0.0355765,212.766,0.983,1.003,5850,-0.15
Kepler-235 d,20.060548,0.0151834,0.144489,,,0.554,4255,
Kepler-282 c,13.638723,0.00554835,0.111718,,,0.904,5602,
Kepler-614 b,14.03491514,0.0183949,0.107866,571,0.85,0.81,5268,-0.07
Kepler-1018 b,49.1013514,0.0206139,0.254302,894,0.91,0.88,5518,-0.05
Kepler-799 b,133.4605235,0.13484,0.502439,1029,0.95,0.93,5681,-0.07
Kepler-857 b,85.35129427,0.130623,0.378116,1039,0.99,0.99,5773,0.02
Kepler-979 b,8.0880135,0.0225477,0.0752791,606,0.87,0.83,5310,-0.02
HD 11755 b,433.7,6.55071,1.08513,234.192,0.9,27.3,4312.5,-0.74
HD 102195 b,4.113775,0.452799,0.0479747,29.6384,0.87,0.937994,5291,0.05
Kepler-1320 b,0.86838653,0.0125983,0.0165366,771,0.8,0.74,4817,0.1
Kepler-432 b,52.501129,5.41,0.301404,870,1.32,4.06,4995,-0.07
Kepler-855 b,7.8866311,0.372141,0.0783093,1043,1.03,1.03,5835,0.06
Kepler-1600 b,386.370548,0.0291691,0.987284,992,0.86,0.82,5214,0.07
Kepler-324 c,51.805612,0.0296032,0.271972,,,0.84,5194,
Kepler-1189 b,3.78858982,0.0130579,0.0492454,883,1.11,1.16,6012,0.08
HD 75289 b,3.509267,0.46004,0.047858,29.146,1.187,1.23372,6095.03,0.216617
Kepler-394 c,12.130686,0.0123078,0.103323,,,1.132,6402,
Kepler-1370 c,7.44142113,0.00668223,0.0790483,878,1.19,1.29,6202,0.05
Kepler-385 c,15.163161,0.0275635,0.119895,,,1.126,6326,
HD 185269 b,6.8378503,0.954212,0.0765701,50.2765,1.28,2.59,5980,-0.025
WASP-7 b,4.954658,0.919279,0.0604573,140,1.2,1.236,6400,0
WASP-41 b,3.052404,0.939101,0.0402101,180.018,0.93,0.87,5545,0.06
BD -10 3166 b,3.48777,0.429903,0.0437823,80,0.92,0.745254,5393.03,0.381727
HD 190360 b,2915.0369,1.53512,3.97285,15.8579,0.983,1.07528,5551.63,0.212773
HAT-P-13 c,446.27,14.2696,1.22574,202.02,1.22,1.56,5653,0.41
Kepler-304 c,5.315946,0.0162325,0.0596111,,,0.687,4731,
Kepler-303 b,1.937055,0.00192504,0.0304113,,,0.485,3944,
Kepler-1431 b,5.86601526,0.0109866,0.0642857,1270,1.03,1.03,5806,0.07
Kepler-1163 b,6.11786898,0.00325512,0.0699509,487,1.22,1.35,6302,0.02
GJ 317 b,692,1.26045,0.953099,15.1,0.24,,,0.36
Kepler-526 b,5.45849832,0.0147338,0.0635655,504,1.15,1.14,5894,0.34
Kepler-591 b,81.1694299,0.0345375,0.363183,793,0.97,0.94,5677,0.01
HD 37605 b,55.01307,2.80174,0.283337,43.9754,1,0.916831,5448,0.336
WASP-44 b,2.4238039,0.889836,0.0347371,,0.951,0.927,5410,0.06
Kepler-260 c,76.050178,0.0128437,0.351296,,,0.862,5250,
Kepler-602 b,15.28469497,0.0154788,0.123667,971,1.08,1.13,6062,-0.02
Kepler-286 c,3.468095,0.00871939,0.0448402,,,0.863,5580,
Kepler-1023 b,62.1387714,0.0213319,0.299693,686,0.93,0.89,5494,0.05
Kepler-1362 b,136.205626,0.0208973,0.48095,767,0.8,0.74,4857,0.06
Kepler-708 b,3.16789194,0.0256089,0.0417873,1241,0.97,0.96,5692,0.01
CoRoT-12 b,2.828042,0.91918,0.0401409,1150,1.078,1.116,5675,0.16
CoRoT-1 b,1.5089557,1.02979,0.0253191,,0.95,1.11,5950,-0.3
HD 125612 c,4.15474,0.0580667,0.0522124,54.2005,1.1,1.0426,5897,0.24
Kepler-1202 b,28.6851324,0.0257931,0.185207,1393,1.03,1.04,5834,0.06
Kepler-753 b,5.74772501,0.014034,0.0552213,278,0.68,0.65,4346,-0.03
Kepler-267 b,3.353728,0.0146122,0.0438489,,,0.555,4258,
Kepler-112 c,28.574263,0.0185304,0.182918,,,0.841,5544,
Kepler-1134 b,17.13263989,0.0214793,0.12272,997,0.84,0.81,5281,-0.1
GJ 581 b,5.36865,0.0499019,0.0406125,6.24532,0.31,0.299,3498,-0.1
HD 75784 b,5040,5.6,6.45931,68.7,1.41,3.3,4917,0.25
Kepler-622 b,14.28226676,0.0158698,0.0992806,259,0.64,0.61,4201,-0.09
Kepler-173 b,4.263742,0.00711292,0.0514597,,,0.949,6031,
HD 102117 b,20.8133,0.169756,0.152077,39.6983,1.083,1.13334,5695.18,0.295218
Kepler-446 c,3.036179,0.00452953,0.0247723,120,0.22,0.24,3359,-0.3
Kepler-301 c,5.419026,0.00829825,0.0603792,,,0.9,5815,
Kepler-1114 b,14.97435694,0.00819664,0.113504,427,0.87,0.83,5374,-0.08
Kepler-1154 b,5.1856142,0.017919,0.0633282,1531,1.26,1.43,6327,0.04
Kepler-1059 b,3.76419105,0.0127496,0.043027,673,0.75,0.72,4906,-0.15
HD 189733 b,2.21857567,1.1436,0.0309953,19.4515,0.806,0.756,5040,-0.03
HD 108863 b,443.4,2.76572,1.45325,139.005,2.08,7.27656,4919,0.2
Kepler-582 b,18.49235668,0.0418568,0.133586,751,0.93,0.91,5564,0.01
Kepler-629 b,7.2385854,0.00890695,0.0714831,383,0.93,0.84,5444,0.01
HD 10442 b,1043,2.1,2.33538,,1.56,3.39124,5034,0.11
Kepler-404 b,11.829851,0.00674351,0.101608,,,0.884,5654,
Kepler-285 c,6.186676,0.00436179,0.0659546,,,0.808,5411,
Kepler-174 c,44.000529,0.0115291,0.243919,,,0.622,4880,
Kepler-286 b,1.796302,0.00621274,0.0289196,,,0.863,5580,
Kepler-1213 b,5.34982412,0.0053608,0.0625366,685,1.14,1.21,6050,0.13
Kepler-867 b,150.242127,0.0711111,0.537936,824,0.92,0.91,5541,-0.02
Kepler-206 d,23.44281,0.00538981,0.160305,,,1.185,5764,
Kepler-209 c,41.749882,0.0286557,0.235528,,,0.935,5513,
Kepler-1438 b,2.31942009,0.00235177,0.0339456,866,0.97,0.96,5530,0.2
HD 1502 b,431.8,2.9072,1.27206,159,1.47,4.48335,4984,-0.04
HD 142022 b,1928,4.46762,2.93163,34.3289,0.9,1.09856,5499,0.19
GJ 3293 c,123.75,0.081,0.363982,,0.42,0.404,3466,0.02
Kepler-1061 b,2.75798267,0.014644,0.0396104,585,1.09,1.07,6067,-0.03
Kepler-134 c,10.105785,0.00656354,0.0914787,,,1.176,5983,
Kepler-126 b,10.495711,0.0123086,0.0938169,,,1.358,6239,
Kepler-329 c,18.684737,0.0142208,0.137805,,,0.523,4257,
Kepler-766 b,6.10027804,0.0345375,0.0674482,1614,1.1,1.15,5992,0.09
Kepler-131 b,16.092,0.0526382,0.12557,,1.02,1.03,5685,0.12
WASP-72 b,2.216726,1.40771,0.036575,250,1.327,1.71,6250,-0.06
Kepler-887 b,20.42228798,0.0135358,0.15495,831,1.19,1.29,6194,0.08
Kepler-819 b,33.1995648,0.0230257,0.192248,722,0.86,0.81,5279,-0.06
HD 212771 b,373.3,2.70016,1.16471,131.062,1.51,4.00571,5091,-0.14
WASP-47 d,9.03081,0.0405776,0.0854327,200,1.02,1.15,5576,0.36
Kepler-135 b,6.00253,0.0133325,0.0646392,,,1.275,6090,
HD 134987 b,258.18,1.56347,0.807929,26.2055,1.054,1.16572,5749.68,0.279202
Kepler-441 b,207.2482,0.0121773,0.568939,284,0.572,0.55,4340,-0.57
Kepler-149 b,29.198943,0.0581875,0.185574,,,0.953,5381,
Kepler-1228 b,0.57736958,0.0115145,0.0124913,547,0.78,0.74,5063,-0.18
Kepler-289 c,125.866438,1,0.491526,,,1.162,5930,
Kepler-956 b,5.24867263,0.0269309,0.0610151,631,1.1,1.15,6040,0.02
HD 187123 c,3805.6705,1.9422,4.83146,48.2626,1.037,1.14277,5814.99,0.121412
HD 101930 b,70.459999,0.299187,0.302019,29.2056,0.74,1.19859,5079,0.17
Kepler-46 c,57.011,0.376,0.280101,855,0.902,0.953491,5155,0.41
Kepler-1281 b,3.11602791,0.0121546,0.0398578,1090,0.87,0.83,5353,-0.04
Kepler-1640 b,7.5844126,0.0768885,0.081813,1379,1.27,1.43,6324,0.1
Kepler-174 d,247.35373,0.0164167,0.771174,,,0.622,4880,
Kepler-253 d,18.119869,0.0299917,0.135013,,,0.786,5208,
Kepler-914 b,4.40966548,0.00890695,0.054326,678,1.1,1.15,5877,0.22
HD 131664 b,1951,18.3282,3.17098,56.2746,1.1,1.06217,5886,0.32
HIP 57050 b,41.397,0.297735,0.163506,11,0.34,,3190,0.32
GJ 687 b,38.14,0.058,0.165144,4.5,0.413,0.4183,3413,-0.09
Kepler-9 d,1.592851,0.0121773,0.0266925,,1,1.1,,0.17
Kepler-49 b,7.2037945,0.0224607,0.0598092,,0.55,0.53,3974,
WASP-73 b,4.08722,1.88059,0.0551807,,1.34,2.07,6030,0.14
Kepler-1467 b,47.0569043,0.0325593,0.24258,890,0.86,0.82,5332,-0.07
Kepler-643 b,16.33889626,0.498041,0.126015,1029,1,2.52,4908,0.13
WASP-67 b,4.61442,0.41931,0.0517914,225.002,0.87,0.87,5200,-0.07
HD 147018 c,1008,6.59355,1.92274,42.9553,0.927,1.05268,5441,0.1
Kepler-1055 b,2.29503623,0.00609283,0.0338227,422,0.98,0.94,5723,-0.02
Kepler-1254 b,9.99113313,0.0115843,0.0835695,676,0.78,0.75,4985,-0.1
Kepler-1329 b,9.33646594,0.0162741,0.0777748,624,0.72,0.69,4500,0.02
Kepler-531 b,29.88485741,0.0233514,0.173489,254,0.78,0.75,4893,-0.03
Kepler-1261 b,48.4308991,0.017125,0.243384,795,0.82,0.77,5006,0.03
Kepler-32 b,5.90124,0.0165128,0.0520435,303,0.54,0.53,3793,-0.01
Kepler-1521 b,47.14840805,0.01966,0.238093,227,0.81,0.76,5042,-0.05
HD 92788 b,325.81,3.56392,0.951142,35.461,1.078,0.813756,5836.08,0.317892
Kepler-83 c,20.09,0.0181548,0.125924,,0.66,0.61,4648,-0.195
Kepler-694 b,6.36584161,0.0236826,0.0665428,1023,0.97,0.95,5700,0
CoRoT-26 b,4.20474,0.479479,0.052477,1670,1.09,1.79,5590,0.01
HAT-P-12 b,3.2130598,0.210804,0.0383737,142.5,0.73,0.701,4650,-0.29
Kepler-178 c,20.552802,0.0248763,0.146843,,,1.066,5676,
Kepler-994 b,1.15116651,0.0119381,0.0177185,170,0.56,0.54,3934,-0.13
Kepler-603 c,127.9075774,0.115338,0.498476,967,1.01,1.01,5808,0.03
Kepler-82 d,2.382961,0.0130508,0.0349155,,,0.945,5428,
Kepler-1417 b,20.3505213,0.00289089,0.146844,656,1.02,1.02,5839,0.02
HD 114613 b,3827,0.506039,5.3109,20.6697,1.364,1.91632,5729,0.19
Kepler-130 d,87.517905,0.0121773,0.385778,,,1.127,5884,
HD 154857 b,408.6,2.24797,1.2912,64.2261,1.718,1.86203,5605,-0.22
Kepler-106 e,43.8445,0.0203863,0.243344,,1,1.04,5858,-0.12
Kepler-355 b,11.03189,0.0107805,0.0969854,,,1.066,6184,
Kepler-220 c,9.034199,0.0117295,0.0848919,,,0.666,4632,
Kepler-243 b,5.715442,0.0190864,0.0625614,,,0.842,5228,
Kepler-712 b,21.02247699,0.0350514,0.140655,944,0.84,0.78,5148,-0.03
Kepler-297 b,38.871826,0.0247188,0.224576,,,0.915,5619,
Kepler-220 b,4.159807,0.00137963,0.05062,,,0.666,4632,
Kepler-483 b,30.229104,0.0307009,0.206202,953,1.28,1.47,6346,0.09
Kepler-245 c,17.460812,0.0163243,0.131719,,,0.795,5100,
Kepler-25 c,12.7204,0.0899033,0.113014,,1.19,1.31,6270,-0.04
Kepler-1435 b,4.45343281,0.00172655,0.0564501,681,1.21,1.32,6356,-0.03
Kepler-1405 b,28.2274184,0.0503054,0.18441,1605,1.05,1.07,5925,0.03
HD 163607 b,75.29,0.768857,0.359201,68.9998,1.09,1.69594,5543,0.21
Kepler-1254 c,3.60084276,0.00730709,0.0423228,676,0.78,0.75,4985,-0.1
Kepler-1397 b,47.449955,0.0126737,0.263981,770,1.09,1.12,6026,0
HATS-2 b,1.354133,1.34915,0.0229834,360,0.882,0.898,5227,0.15
HD 19994 b,466.2,1.32681,1.30567,22.5785,1.365,1.40403,6188.02,0.18649
Kepler-619 b,5.4042722,0.029815,0.062026,1111,1.09,1.11,5980,0.05
WASP-29 b,3.922727,0.242991,0.0456587,70,0.825,0.808,4800,0.11
OGLE-TR-182 b,3.9791,1.0245,0.0513517,,1.14,1.14,5924,
Kepler-1289 b,7.99019627,0.0124263,0.0807438,1059,1.1,1.17,6080,0.02
Kepler-1576 b,6.98471973,0.00338324,0.0726835,539,1.05,1.06,5876,0.05
HD 85512 b,58.43,0.0113953,0.260405,11.152,0.69,0.881928,4715,-0.33
HD 106252 b,1531,6.95913,2.61147,37.7074,1.007,1.12257,5869.88,-0.0762657
