NAME,PER,MASS,SEP,DIST,MSTAR,RSTAR,TEFF,FE
Kepler-934 b,55.6738309,0.0154788,0.265992,603,0.81,0.77,5001,0.01
Kepler-31 d,87.648901,0.0685925,0.386163,,,1.306,6034,
Kepler-399 d,58.034616,0.0139171,0.293358,,,0.68,5502,
Kepler-215 c,14.667108,0.0130508,0.117265,,,1.027,5739,
Kepler-108 b,49.183921,0.268526,0.262717,,,2.192,5854,
Kepler-742 b,8.36086824,0.0313841,0.0735719,499,0.76,0.71,4642,0.07
Kepler-1050 c,21.1284569,0.0112658,0.153931,555,1.09,1.13,6010,0.03
Kepler-1298 b,7.12811928,0.00752338,0.0820438,498,1.45,2,6339,0.13
Kepler-1297 b,1.68189002,0.00266535,0.0275857,996,0.99,0.99,5818,-0.04
Kepler-1613 b,1.5184299,0.0154788,0.0265264,855,1.08,1.12,6005,0.01
Kepler-903 c,62.9228557,0.0200617,0.30753,829,0.98,0.97,5682,0.05
Kepler-348 c,17.265427,0.00789025,0.130735,,,1.359,6177,
Kepler-1543 b,6.96710269,0.0223911,0.0796733,1114,1.39,1.65,6561,0.07
Kepler-124 b,3.410493,0.000957504,0.0443423,,,0.636,4984,
Kepler-185 c,20.729042,0.0149351,0.147681,,,0.806,5208,
Kepler-191 c,17.738506,0.0136944,0.133112,,,0.789,5282,
omega Ser b,277.02,1.70083,1.07698,80.6452,2.17,12.3,4770,-0.24
Kepler-111 b,3.341815,0.0117926,0.043745,,,1.157,5952,
Kepler-673 b,3.72873109,0.165168,0.0450964,978,0.88,0.84,5355,0
Kepler-965 b,134.2527298,0.0345375,0.521537,618,1.05,1.15,5886,0.03
Kepler-1295 b,3.81371974,0.0115843,0.0464624,1257,0.92,0.89,5486,0.04
Kepler-968 c,5.70940492,0.0125233,0.0570521,312,0.76,0.7,4598,0.13
HD 16175 b,990,4.37946,2.1185,57.8704,1.29,1.19707,6080,0.39
Kepler-235 b,3.340222,0.0167934,0.0437311,,,0.554,4255,
Kepler-1436 b,9.705716,0.00752338,0.0907946,1142,1.06,1.09,5972,-0.01
HD 46375 b,3.023573,0.227201,0.0399038,34.8189,0.927,0.863012,5285.42,0.240029
Kepler-48 c,9.67395,0.045968,0.0851485,,0.88,0.89,5194,0.17
Kepler-114 b,5.188549,0.00656354,0.0586548,,,0.667,4605,
Kepler-60 d,11.9016171,0.0202381,0.105629,,1.11,1.5,5915,
Kepler-741 b,7.03902374,0.0263549,0.0755268,1530,1.16,1.24,6129,0.07
CoRoT-29 b,2.85057,0.85,0.0389589,765,0.97,0.9,5260,0.2
Kepler-868 b,5.03251791,0.0151938,0.0560993,1269,0.93,0.89,5614,-0.08
Kepler-14 b,6.790123,8.40643,0.0806879,979.998,1.512,2.048,6395,0.12
Kepler-234 c,7.21205,0.0375018,0.0730543,,,1.113,6224,
Kepler-1308 b,2.10433812,0.000287933,0.0226485,73,0.35,0.34,3468,-0.13
Kepler-1302 b,8.83922659,0.0101747,0.0795638,727,0.86,0.82,5236,0.04
CoRoT-13 b,4.03519,1.31099,0.051069,1310.62,1.09,1.01,5945,0.01
HD 98219 b,436.9,2.12353,1.32398,134,1.62,2.95355,5046,0.05
HD 12648 b,133.6,2.89937,0.543924,158.983,1.2,9.2,4835.8,-0.57
HD 11964 b,1944.5898,0.608106,3.1288,32.8515,1.08,1.76025,5372,0.14
HAT-P-34 b,5.452654,3.334,0.0677467,257.003,1.392,1.197,6442,0.22
Kepler-654 b,13.72465129,0.015383,0.113663,661,1.04,1.11,5865,0.04
Kepler-421 b,704.1984,0.0592807,1.43442,320,0.794,0.757,5308,-0.25
Kepler-1241 b,18.5525701,0.0213319,0.12941,936,0.84,0.8,5261,-0.09
MOA-2010-BLG-477L b,,1.5,2,2300,0.67,,,
Kepler-31 b,20.8613,0.0606674,0.158038,,1.21,1.22,6340,-0.076
Kepler-85 c,12.513,0.0162741,0.102591,,0.92,1.24,5497,-0.031
Kepler-1198 b,7.6847716,0.0109866,0.0743912,777,0.93,0.9,5517,0.03
Kepler-1139 b,0.81316672,0.0053608,0.016702,555,0.94,0.91,5550,0.05
Kepler-219 d,47.903645,0.0237984,0.258138,,,1.491,5786,
Kepler-1206 b,1.21699766,0.0121546,0.0207092,807,0.8,0.75,4877,0.07
mu Leo b,357.8,2.4,1.12966,38.05,1.5,11.4,4538.2,0.36
Kepler-431 b,6.803,0.00120877,0.0718902,,1.071,1.092,6004,0.07
Kepler-1531 b,1.13854338,0.00422224,0.0224212,670,1.16,1.27,6260,-0.03
Kepler-248 c,16.239494,0.0541479,0.125503,,,0.831,5190,
Kepler-481 b,10.06082567,0.01966,0.0915102,713,1.01,1.09,5802,0.03
HD 139357 b,1125.7,10.0754,2.34618,118.064,1.35,7.76389,4700,-0.13
HD 1461 b,5.7727,0.0240044,0.0635202,23.245,1.026,1.12553,5765,0.18
Kepler-1275 b,3.65691115,0.0112658,0.0497719,1280,1.23,1.36,6296,0.04
Kepler-283 c,92.743711,0.013404,0.400986,,,0.566,4351,
HAT-P-30 b,2.810595,0.711088,0.0419042,193,1.242,1.215,6304,0.13
Kepler-430 c,110.979,0.0129028,0.4757,,1.166,1.485,5884,0.2
Kepler-1360 b,40.5286413,0.0347934,0.264915,1405,1.51,1.83,6778,0.06
Kepler-901 b,3.51749439,0.00866602,0.0379647,241,0.59,0.57,4184,-0.3
Kepler-251 d,30.133001,0.0232079,0.189511,,,0.89,5526,
Kepler-234 b,2.711506,0.0425085,0.0380552,,,1.113,6224,
Kepler-37 b,13.367308,0.00958673,0.102457,66,0.803,0.77,5417,-0.32
Kepler-392 c,10.423118,0.00409374,0.0933838,,,1.129,5938,
HD 8535 b,1313,0.682196,2.4447,52.5486,1.13,1.0437,6136,0.06
Kepler-1619 b,23.6225913,0.00111394,0.161123,520,1,1,5852,-0.07
Kepler-1473 b,14.4273551,0.0053608,0.119364,625,1.09,1.09,6046,-0.01
HAT-P-28 b,3.257215,0.627833,0.0433674,394.999,1.025,1.103,5680,0.12
Kepler-474 b,5.66067294,0.0279233,0.0619532,568,0.99,1.08,5785,-0.01
Kepler-349 c,12.247629,0.014454,0.103986,,,0.927,5956,
HD 4203 b,431.88,2.08215,1.16537,77.2201,1.13,1.15783,5701.69,0.452632
Kepler-553 c,328.2399546,0.862662,0.905726,725,0.92,0.85,5266,0.21
Kepler-331 d,32.134328,0.0121773,0.197812,,,0.492,4347,
HD 102956 b,6.4948,0.951497,0.0810025,126.263,1.68,3.42909,5054,0.19
WTS-2 b,1.0187074,1.12,0.0185537,1000,0.82,0.761,5000,0.2
Kepler-362 c,37.866281,0.010538,0.220686,,,0.722,5788,
Kepler-1147 b,10.62784997,0.0210409,0.0973596,1476,1.09,1.14,5941,0.11
Kepler-186 e,22.407793,0.00672298,0.121623,151,0.478,0.472,3788,-0.28
Kepler-321 c,13.093921,0.0176845,0.108723,,,1.194,5740,
Kepler-1083 b,33.4177993,0.0340314,0.189272,912,0.81,0.77,5049,-0.02
Kepler-376 c,14.172327,0.0131908,0.114613,,,1.175,5900,
Kepler-1589 b,0.99166527,0.00392895,0.0205657,1418,1.18,1.25,6166,0.08
Fomalhaut b,318498,0.5,113.443,7.704,1.92,1.842,8590,
GJ 176 b,8.7832,0.0259969,0.0656822,9.27386,0.49,,,-0.1
Kepler-873 b,20.5533844,0.0440759,0.155175,1397,1.18,1.27,6163,0.07
HD 23079 b,730.6,2.4433,1.59509,33.8868,1.012,1.16249,5927.07,-0.149704
HD 178911 B b,71.484,7.29127,0.344904,42.5894,1.06421,0.894377,5667.87,0.284922
WASP-58 b,5.01718,0.891379,0.0562022,300,0.94,1.17,5800,-0.45
Kepler-506 b,6.8834055,0.0227057,0.0750455,231,1.19,1.19,6236,0.09
Kepler-1571 b,3.38555488,0.0124263,0.0472783,802,1.23,1.39,6297,0.04
Kepler-543 b,13.89961966,0.01966,0.100456,212,0.7,0.67,4671,-0.19
Kepler-1535 b,138.9442,0.0201979,0.538652,879,1.08,1.11,6021,0
Kepler-1030 b,19.32952416,0.019398,0.130853,795,0.8,0.76,4983,-0.01
Kepler-244 c,9.767292,0.0151834,0.0894244,,,0.803,5554,
Kepler-245 e,3.21982106,0.0129028,0.0396148,0,0.8,0.8,5100,-0.028
Kepler-1067 b,0.76212926,0.00129651,0.0160522,689,0.95,0.93,5592,0.03
Kepler-354 b,5.47666,0.0135483,0.0608066,,,0.674,4648,
Kepler-1203 b,0.58800076,0.00364938,0.0118373,269,0.64,0.61,4105,0.01
Kepler-278 b,30.160546,0.0541479,0.189627,,,2.935,4991,
HD 162020 b,8.428198,15.2138,0.0756944,29.4291,0.8,0.526361,4844.67,0.112024
Kepler-809 b,55.63934,0.0271261,0.284276,933,0.99,0.98,5734,0.04
Kepler-1468 b,8.23984869,0.0127496,0.0808904,1130,1.04,1.05,5893,0.03
Kepler-1368 b,0.67564949,0.0122275,0.0154128,1750,1.07,1.08,5906,0.1
Kepler-183 b,5.687945,0.0152673,0.0623606,,,0.958,5888,
Kepler-1392 b,15.1410397,0.0144664,0.114781,1117,0.88,0.85,5479,-0.11
MOA-bin-1L b,,3.7,8.3,5100,0.75,,,
Kepler-1556 b,8.82713457,0.0144664,0.0827454,1060,0.97,0.95,5608,0.08
Kepler-944 b,43.3167737,0.0213319,0.22955,1035,0.86,0.83,5409,-0.11
Kepler-1110 b,9.69312032,0.021628,0.0801106,726,0.73,0.7,4781,-0.16
Kepler-210 c,7.972513,0.0403249,0.0781034,,,0.65,4559,
Kepler-437 b,66.65062,0.0159616,0.286604,417,0.707,0.68,4551,0
Kepler-184 d,29.022358,0.0195472,0.184825,,,0.873,5788,
HD 168746 b,6.404,0.245103,0.0655505,42.735,0.916,0.888361,5563.62,-0.0775105
GJ 876 c,30.0881,0.612168,0.129574,4.68867,0.32,,,0.37
Kepler-1164 b,3.97599768,0.00437411,0.0465276,447,0.85,0.79,5183,-0.03
Kepler-958 b,9.7678805,0.015288,0.0866604,467,0.91,0.86,5421,0.01
Kepler-20 c,10.854092,0.0495058,0.0930411,290,0.912,0.944,5466,0.02
Kepler-712 c,226.89047,0.0779976,0.686927,944,0.84,0.78,5148,-0.03
Kepler-47 b,49.514,0.026473,0.267621,,1.043,0.964,5636,-0.25
Kepler-580 b,8.22241966,0.020474,0.069764,333,0.67,0.64,4298,-0.06
Kepler-296 b,3.621457,0.00233796,0.0461525,,,0.557,4249,
Kepler-755 b,1.26909037,0.0129801,0.021472,368,0.82,0.77,5043,-0.01
Kepler-402 b,4.028751,0.00587447,0.0495511,,,1.264,6090,
Kepler-260 b,8.187399,0.0148535,0.0795006,,,0.862,5250,
Kepler-255 c,9.946047,0.0266892,0.0905121,,,0.933,5573,
Kepler-750 b,9.42887179,0.0281267,0.0915122,1181,1.15,1.23,6160,0.03
HD 215497 b,3.93404,0.020855,0.0465952,43.592,0.872,1.10659,5113,0.23
Kepler-1221 b,12.00096042,0.0138656,0.0979318,909,0.87,0.82,5194,0.09
Kepler-62 f,267.291,0,0.717595,368,0.69,0.64,4925,-0.37
Kepler-1160 b,7.97034958,0.0159697,0.0759488,1293,0.92,0.89,5519,0.01
HATS-5 b,4.763387,0.237663,0.0542014,257,0.936,0.871,5304,0.19
HD 154345 b,3341.5588,0.956901,4.21377,18.5874,0.893,1,5468.12,-0.104944
Kepler-60 c,8.9193459,0.0192896,0.0871504,,1.11,1.5,5915,
Kepler-1031 b,1.22621732,0.0018073,0.0230742,741,1.09,1.12,6011,0.03
Kepler-523 b,5.83598311,0.0144664,0.0619218,270,0.93,0.86,5515,-0.03
Kepler-395 c,34.989262,0.00769114,0.209361,,,0.556,4262,
HD 217107 b,7.1268163,1.40112,0.0750282,19.857,1.108,1.5,5704.36,0.389294
Kepler-1550 b,225.582809,0.0271261,0.741774,1202,1.07,1.11,5991,0.01
Kepler-431 c,8.703,0.00075757,0.0847193,,1.071,1.092,6004,0.07
mu Ara c,4205.8,1.88907,5.34057,15.5111,1.147,1.25035,5784.28,0.292921
HD 7199 b,615,0.295018,1.36155,35.8809,0.89,1.11756,5386,0.28
Kepler-887 c,7.63846023,0.00452953,0.0804377,831,1.19,1.29,6194,0.08
Kepler-233 c,60.418955,0.0223552,0.301339,,,0.758,5360,
GJ 433 b,7.3709,0.0181986,0.0580371,8.88257,0.48,,3600,-0.22
Kepler-1301 b,9.08237046,0.00940137,0.080701,816,0.85,0.81,5188,0.01
Kepler-1350 c,1.76678906,0.0127496,0.0234342,350,0.55,0.53,3827,-0.06
HD 159243 b,12.62,1.13,0.110366,69.2,1.125,1.12,6123,0.05
Kepler-327 d,13.969457,0.0127755,0.113517,,,0.492,3799,
HAT-P-31 b,5.005425,2.16904,0.0611921,354,1.218,1.36,6065,0.15
Kepler-878 b,25.9422033,0.014205,0.159872,567,0.81,0.77,5044,-0.03
OGLE-TR-113 b,1.4324757,1.26,0.0228946,600,0.779,0.774,4790,0.09
Kepler-356 c,13.121632,0.0133325,0.108876,,,1.335,6133,
Kepler-41 b,1.855558,0.493545,0.0289537,729.927,0.94,0.966,5660,-0.09
Kepler-798 b,13.71933369,0.0183949,0.118853,1085,1.19,1.29,6224,0.03
Kepler-825 b,3.77360059,0.0124263,0.047906,820,1.03,1.08,5976,-0.08
Kepler-473 b,14.55731705,0.0545024,0.118968,641,1.06,1.34,5816,0.12
Kepler-270 b,11.476094,0.0148535,0.0995717,,,1.461,6067,
HD 285507 b,6.0881,0.917,0.0588842,41.34,0.734,0.656,4503,0.13
Kepler-1307 b,18.01621096,0.0192688,0.137136,1396,1.06,1.08,5884,0.06
Kepler-1573 b,2.6157554,0.00553813,0.0372774,1180,1.01,1,5808,0.02
HD 40307 d,20.46,0.028076,0.132422,12.9955,0.74,0.839223,4977,-0.31
Kepler-590 b,5.85296257,0.0525568,0.0656127,986,1.1,1.15,6000,0.07
Kepler-1220 b,7.42693741,0.0124263,0.0744983,958,1,0.99,5842,-0.04
Kepler-849 b,394.6244904,0.149499,1.12814,747,1.23,1.64,6059,0.12
HD 290327 b,2443,2.54762,3.43052,56.6572,0.9,0.997399,5552,-0.11
Kepler-438 b,35.23319,0.00436191,0.171702,145,0.544,0.52,3748,0.16
Kepler-1315 b,0.84338011,0.00890695,0.0162176,505,0.8,0.75,4861,0.07
GJ 876 e,124.26,0.039229,0.333345,4.68867,0.32,,,0.37
Kepler-1413 b,13.1829642,0.0133743,0.103048,1162,0.84,0.8,5196,-0.05
Kepler-1604 b,0.68368426,0.00965491,0.0141581,562,0.81,0.76,4976,0.02
Kepler-1471 b,3.63899398,0.00965491,0.0455165,1059,0.95,0.93,5660,-0.03
Kepler-1445 b,10.60052251,0.00255759,0.0983673,482,1.13,1.26,6150,-0.03
Kepler-1020 b,96.9151496,0.0172355,0.394192,446,0.87,0.8,5227,0
Kepler-572 b,17.20523483,0.0206139,0.122576,532,0.83,0.79,5212,-0.1
Kepler-1598 b,4.34195123,0.00245309,0.0532751,734,1.07,1.09,5940,0.04
Kepler-1187 b,18.87064068,0.0210409,0.141438,1029,1.06,1.09,5975,-0.01
Kepler-949 b,8.6893073,0.0254263,0.0795658,572,0.89,0.86,5403,0.01
HD 169830 c,2102,4.06407,3.60184,36.6032,1.407,1.80318,6221.43,0.152981
Kepler-608 b,6.41251504,0.0409391,0.06755,926,1,1.01,5820,-0.02
47 UMa c,2391,0.545774,3.57197,14.0627,1.063,1.11869,5882.31,0.0431014
Kepler-85 b,8.306,0.0145548,0.0780663,,0.92,1.24,5497,-0.031
Kepler-880 b,7.71468975,0.021628,0.0866835,673,1.46,1.74,6761,0.03
Kepler-1343 b,3.35183158,0.014205,0.0430893,1307,0.95,0.93,5759,-0.16
Kepler-575 b,9.37891944,0.0183949,0.0861587,852,0.97,0.95,5710,0
Kepler-313 c,32.273273,0.0205131,0.198382,,,1.536,5727,
Kepler-199 b,23.637604,0.0288426,0.161192,,,0.967,5644,
Kepler-172 b,2.940309,0.0179955,0.0401669,,,1.085,5526,
Kepler-223 d,14.788759,0.0265182,0.117913,,,1.017,5829,
Kepler-431 d,11.922,0.00452953,0.104497,,1.071,1.092,6004,0.07
Kepler-917 b,2.97041437,0.014034,0.0375418,1027,0.8,0.76,5418,-0.38
Kepler-1072 b,1.5690665,0.0117956,0.028082,976,1.2,1.32,6199,0.07
Kepler-360 b,3.289672,0.0122424,0.0432887,,,1.058,6053,
Kepler-1212 b,12.94130146,0.0159697,0.111358,1304,1.1,1.15,6051,0.03
Kepler-246 b,4.60182,0.0178911,0.0541452,,,0.831,5206,
Kepler-347 b,12.79836,0.0145328,0.10708,,,1.005,6088,
HD 63765 b,358,0.643827,0.94038,33.2557,0.865,0.975102,5432,-0.16
Kepler-217 c,8.586004,0.0136211,0.0820605,,,1.799,6171,
HD 85390 b,788,0.131884,1.52377,32.3729,0.76,0.958233,5186,-0.07
Kepler-1590 b,7.61760804,0.00468851,0.0784501,900,1.11,1.16,6053,0.03
Kepler-1498 b,48.051405,0.00796813,0.245986,740,0.86,0.81,5256,-0.01
Kepler-401 c,47.318218,0.0160511,0.256031,,,1.333,6117,
Kepler-299 c,6.885875,0.0215411,0.0708347,,,1.032,5617,
Kepler-1176 b,24.1738579,0.0191406,0.164164,1023,1.01,1.02,5844,-0.01
HAT-P-57 b,2.465295,1,0.0406092,303,1.47,1.5,7500,-0.25
Kepler-525 b,18.68404933,0.0213319,0.135465,566,0.95,1.15,5573,0.11
Kepler-112 b,8.408878,0.0181008,0.080928,,,0.841,5544,
Kepler-1326 b,42.3514267,0.0573636,0.269138,910,1.45,1.74,6725,0.02
Kepler-748 b,7.40742793,0.0199266,0.076064,1271,1.07,1.1,5934,0.08
Kepler-155 c,52.661793,0.0168894,0.27496,,,0.62,4508,
Kepler-271 c,7.410935,0.00291583,0.0743912,,,0.88,5524,
Kepler-961 b,16.87727414,0.0201979,0.127028,607,0.96,0.9,5582,0.05
Kepler-241 c,36.065978,0.0205131,0.213635,,,0.668,4699,
Kepler-492 b,11.72012266,0.643816,0.0989169,642,0.94,0.91,5527,0.07
WASP-77 A b,1.3600309,1.75921,0.0240531,93,1.002,0.955,5500,0
Kepler-164 c,10.945723,0.022635,0.0964797,,,1.148,5888,
Kepler-371 b,34.763278,0.0139171,0.208459,,,0.992,5666,
Kepler-548 b,4.45419434,1,0.0517147,776,0.93,0.9,5535,0
55 Cnc e,0.736546,0.0263671,0.0154393,12.3411,0.905,0.943,5196,0.314513
HIP 57274 d,431.7,0.528573,1.00678,25.9202,0.73,0.68,4640,0.09
Kepler-1254 d,5.72717226,0.00752338,0.0576676,676,0.78,0.75,4985,-0.1
HD 221287 b,456.10001,3.11535,1.25015,55.2792,1.25,1.10236,6304,0.03
KOI-13 b,1.76358799,6.515,0.0342279,,1.72,1.71,7650,0.2
Kepler-1017 b,7.23400469,0.0147338,0.0714529,554,0.93,0.87,5473,0.04
Kepler-1100 b,6.42200058,0.0129028,0.0720524,940,1.21,1.34,6247,0.05
Kepler-1050 b,15.3787546,0.0119381,0.124555,555,1.09,1.13,6010,0.03
Kepler-1460 b,29.9633247,0.0144664,0.167635,574,0.7,0.67,4422,-0.02
Kepler-1310 b,0.67933627,0.0101747,0.0146558,583,0.91,0.88,5549,-0.07
HD 192699 b,345.53,2.29191,1.12292,65.6168,1.58,3.61317,5141,-0.2
Kepler-178 d,96.678988,0.0500833,0.412251,,,1.066,5676,
Kepler-1371 c,2.00541269,0.000601957,0.0297109,450,0.87,0.83,5361,-0.07
Kepler-1090 b,198.680179,0.0170154,0.633688,702,0.86,0.82,5321,-0.04
Kepler-312 b,1.772419,0.00711292,0.0286627,,,1.467,6115,
Kepler-164 b,5.03503,0.00960182,0.0574921,,,1.148,5888,
Kepler-1557 b,3.74032496,0.0124263,0.0488263,1532,1.11,1.17,6099,0.02
Kepler-341 b,5.195528,0.00523423,0.0587074,,,1.024,6012,
Kepler-311 c,19.738286,0.0100631,0.142937,,,1.188,5905,
Kepler-1509 b,25.4338197,0.0136174,0.169257,1277,1,0.99,5780,0.03
HD 181342 b,663,3.14944,1.777,110.619,1.7,4.76324,4965,0.15
WASP-8 b,8.158715,2.13797,0.080153,86.9996,1.03,0.945,5600,0.17
HD 131496 b,883,2.24115,2.1121,110,1.61,4.56407,4927,0.25
Kepler-154 c,62.303276,0.0260126,0.307572,,,1.001,5690,
Kepler-334 c,12.758005,0.0100631,0.106855,,,1.068,5828,
Kepler-911 b,20.310501,0.0208973,0.160616,567,1.34,1.99,6112,0.03
Kepler-372 c,20.053763,0.0155228,0.144457,,,1.137,6509,
Kepler-127 b,14.435889,0.00937625,0.11603,,,1.359,6106,
HD 44219 b,472.3,0.589265,1.18713,50.4286,1,1.36324,5752,0.03
75 Cet b,691.9,2.7597,1.97678,81.4332,2.15,10.5,4904,0.02
Kepler-27 b,15.3348,0.051622,0.10464,,0.65,0.59,5400,0.41
Kepler-210 b,2.453234,0.0258466,0.0355986,,,0.65,4559,
Kepler-40 b,6.87349,2.17684,0.0806644,2700,1.48,2.13,6510,0.1
Kepler-171 c,11.463462,0.020389,0.0994986,,,0.839,5642,
Kepler-298 c,22.92881,0.0142208,0.157953,,,0.582,4465,
Kepler-331 c,17.28111,0.0135483,0.130814,,,0.492,4347,
Kepler-1538 b,175.138819,0.0240196,0.618691,1291,1.03,1.03,5837,0.02
Kepler-576 b,29.91136794,0.0320836,0.18795,698,0.99,0.97,5672,0.09
Kepler-479 b,12.49341307,0.0157709,0.100206,371,0.86,0.81,5247,-0.02
Kepler-915 b,4.59489604,0.0118373,0.0576393,806,1.21,1.38,6173,0.08
HD 220074 b,672.1,11.1883,1.60044,324.675,1.2,54.7067,3935,-0.25
Kepler-133 b,8.129976,0.0129814,0.0791285,,,1.425,5736,
Kepler-1185 b,104.3518976,0.00796813,0.427921,296,0.96,0.87,5622,-0.04
Kepler-788 b,8.39846269,0.0201979,0.0849622,1649,1.16,1.23,6159,0.05
WASP-89 b,3.3564227,5.82191,0.0427555,,0.92,0.88,4955,0.15
HAT-P-39 b,3.54387,0.599196,0.0509456,642,1.404,1.625,6430,0.19
WASP-26 b,2.7566,1.01746,0.0399686,250,1.12,1.34,5059,-0.02
Kepler-751 b,17.44490636,0.0191406,0.125668,748,0.87,0.84,5387,-0.06
WASP-71 b,2.9036747,2.242,0.0463361,200,1.572,2.32,6050,0.152
HIP 2247 b,655.6,5.12319,1.33884,35.7015,0.74,1.07261,4714,-0.03
GJ 876 d,1.93778,0.0184193,0.0208066,4.68867,0.32,,,0.37
Kepler-312 c,19.747412,0.0296032,0.142982,,,1.467,6115,
OGLE-TR-56 b,1.211909,1.39,0.0238308,1500,1.228,1.363,6050,0.22
Kepler-697 b,3.70987065,0.0557908,0.0456151,1091,0.92,0.88,5513,-0.01
Kepler-826 b,4.48758907,0.00648186,0.0541184,649,1.05,1.15,6079,-0.12
Kepler-235 c,7.824904,0.00692663,0.0771364,,,0.554,4255,
Kepler-1591 b,8.18504949,0.00668223,0.0820512,1090,1.1,1.16,6082,0.01
Kepler-146 c,76.732171,0.0292202,0.353393,,,1.208,5948,
Kepler-1633 b,186.404271,0.0117956,0.678637,811,1.2,1.32,6256,0.02
Kepler-903 b,10.3507721,0.0148244,0.0923273,829,0.98,0.97,5682,0.05
Kepler-372 d,30.092568,0.0125062,0.189342,,,1.137,6509,
Kepler-156 b,4.973456,0.0174811,0.0570224,,,0.807,5094,
HD 38529 b,14.310195,0.803263,0.1272,39.2773,1.34,2.02418,5674,0.4
Kepler-393 c,14.613612,0.00789025,0.11698,,,1.382,6189,
Kepler-136 c,16.399235,0.014692,0.126325,,,1.355,6165,
Kepler-1353 b,24.7543966,0.0132944,0.151698,596,0.76,0.72,4776,-0.06
Kepler-436 b,64.00205,0.0226353,0.281824,618,0.729,0.697,4651,0.01
Kepler-1595 b,4.56380468,0.00609283,0.0508063,841,0.84,0.8,5203,-0.02
Kepler-1593 b,174.509835,0.0300338,0.569703,755,0.81,0.77,4995,0.02
WASP-82 b,2.705785,1.25,0.0448251,200,1.64,2.18,6480,0.12
Kepler-1219 b,16.10467749,0.0157709,0.134445,622,1.25,1.94,5944,0.05
Kepler-737 b,28.59915399,0.0144664,0.146229,195,0.51,0.48,3813,-0.24
Kepler-948 b,7.76846622,0.0136174,0.0757275,884,0.96,0.94,5679,-0.02
Kepler-1021 b,13.47469571,0.0178026,0.106598,837,0.89,0.86,5431,-0.05
Kepler-866 b,2.61703254,0.0120821,0.0337676,690,0.75,0.71,4751,-0.07
BD +20 2457 c,621.99,6.90191,1.45701,424.628,1.06,32.9639,4259,-0.79
Kepler-497 b,3.57320367,0.122459,0.0470747,1070,1.09,1.11,5834,0.24
Kepler-1344 b,4.7683049,0.0135358,0.0570591,851,1.09,1.13,5981,0.06
Kepler-1388 d,20.9568158,0.024536,0.127527,492,0.63,0.61,4098,0.02
Kepler-144 b,5.885273,0.00789025,0.0637947,,,1.235,6075,
HD 22781 b,528.07,13.8403,1.16847,32.7761,0.75,0.720445,5027,-0.37
Kepler-1253 b,68.8861915,0.00796813,0.325551,390,0.97,1.1,5850,-0.14
Kepler-208 d,11.131786,0.00554835,0.09757,,,1.314,6092,
Kepler-286 e,29.221289,0.0130508,0.185669,,,0.863,5580,
Kepler-351 b,37.054919,0.0279223,0.217522,,,0.854,5643,
HD 120084 b,2082,4.4772,4.26892,97.6562,2.39,10.9537,4892,0.09
HD 95127 b,482,5.0362,1.2802,326.797,1.2,20,4218,-0.18
MOA-2009-BLG-266L b,,0.0327,3.2,3040,0.56,,,
Kepler-755 c,2.85313364,0.00648186,0.036849,368,0.82,0.77,5043,-0.01
Kepler-1578 b,1.45088691,0.00338324,0.0242164,1016,0.9,0.86,5545,-0.13
Kepler-89 d,23.342989,0.163924,0.173437,,1.277,1.52,6182,0.0228
Kepler-387 b,6.791636,0.00324127,0.0701869,,,1.046,5774,
HD 20868 b,380.85,2.00901,0.947319,46.2107,0.78,1.15581,4795,0.04
Kepler-854 b,2.14463285,1,0.0342955,741,1.17,1.27,6179,0.04
HAT-P-9 b,3.92289,0.776601,0.0528645,480.769,1.28,1.32,6350,0.12
Kepler-410 A b,17.833648,,0.142508,132,1.214,1.352,,
Kepler-33 e,31.7844,0.0525296,0.213825,,1.291,1.82,5904,
Kepler-1527 b,160.129918,0.0754224,0.614964,1560,1.21,1.32,6224,0.07
Kepler-1093 b,25.0824626,0.0143786,0.174668,848,1.13,1.2,6166,-0.01
Kepler-1024 b,66.4162133,0.048854,0.299193,1017,0.81,0.78,5143,-0.1
Kepler-1271 b,3.0255955,0.0112658,0.0426422,885,1.13,1.23,6143,-0.01
Kepler-216 c,17.406669,0.0275635,0.131447,,,1.26,6091,
Kepler-365 c,17.784129,0.0121773,0.13334,,,1.048,6012,
Kepler-1488 b,39.8189932,0.0136995,0.231951,618,1.05,1.31,5820,0.06
Kepler-19 b,9.2869944,0.0165942,0.0845828,,0.936,0.85,5541,-0.13
Kepler-130 b,8.457458,0.00313003,0.0812393,,,1.127,5884,
Kepler-160 c,13.699087,0.0400599,0.112047,,,0.884,5857,
Kepler-598 b,3.70175428,0.0118373,0.0447079,686,0.87,0.86,5307,0.02
Kepler-207 c,3.071571,0.0117855,0.0413536,,,1.588,5920,
Kepler-284 b,12.699149,0.0168894,0.106526,,,0.814,5615,
Kepler-326 b,2.248329,0.0123086,0.0335877,,,0.801,5105,
Kepler-1391 b,54.4092333,0.0124487,0.283792,721,1.03,1.1,5840,0.04
Kepler-1516 b,7.25931979,0.0129028,0.0743387,872,1.04,1.07,5904,0.03
Kepler-969 b,34.1731714,0.015383,0.200444,411,0.92,0.82,5214,0.22
HD 107148 b,48.056,0.212171,0.270013,51.2033,1.137,1.04161,5797.24,0.313842
HD 1666 b,270,6.47072,0.937147,110.6,1.5,1.93,6317,0.37
